pathway_id	pathway_name	category
PWY-7989	acinetoferrin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7990	staphyloferrin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7991	toxoflavin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7992	superpathway of menaquinol-8 biosynthesis III	Cofactor-Biosynthesis
PWY-7993	&beta;-dihydromenaquinone-9 biosynthesis	Cofactor-Biosynthesis
PWY-7994	dolabralexins biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7995	tricin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7996	menaquinol-4 biosynthesis I	Cofactor-Biosynthesis
PWY-7997	demethylmenaquinol-4 biosynthesis	Cofactor-Biosynthesis
PWY-7998	menaquinol-4 biosynthesis II	Cofactor-Biosynthesis
PWY-7999	vitamin K-epoxide cycle	Cofactor-Biosynthesis
PWY-8000	vitamin K degradation	Other-Degradation
PWY-8001	felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8002	4-coumarate degradation (aerobic)	SECONDARY-METABOLITE-DEGRADATION
PWY-8003	trans-caffeate degradation (aerobic)	SECONDARY-METABOLITE-DEGRADATION
PWY-8004	Entner-Doudoroff pathway I	Entner-Duodoroff-Pathways
PWY-8006	plant arabinogalactan type II degradation	Carbohydrates-Degradation
PWY-8007	staphylopine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8008	staphyloferrin B biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8009	L-cysteine biosynthesis VIII (Thermococcus kodakarensis)	Amino-Acid-Biosynthesis
PWY-801	homocysteine and cysteine interconversion	Interconversion
PWY-8010	L-cysteine biosynthesis IX (Trichomonas vaginalis)	Amino-Acid-Biosynthesis
PWY-8011	L-serine biosynthesis II	Amino-Acid-Biosynthesis
PWY-8012	mupirocin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8013	UDP-N-acetyl-D-galactosamine biosynthesis III	Carbohydrates-Biosynthesis
PWY-8014	L-phenylalanine degradation VI (reductive Stickland reaction)	Fermentation
PWY-8014	L-phenylalanine degradation VI (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8015	glycine degradation (reductive Stickland reaction)	Fermentation
PWY-8015	glycine degradation (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8016	L-tyrosine degradation V (reductive Stickland reaction)	Fermentation
PWY-8016	L-tyrosine degradation V (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8017	L-tryptophan degradation XIII (reductive Stickland reaction)	Fermentation
PWY-8017	L-tryptophan degradation XIII (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8018	itaconate biosynthesis II	Carbohydrates-Biosynthesis
PWY-8019	2-hydroxyparaconate and itatartarate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8020	D-xylose degradation V	Carbohydrates-Degradation
PWY-8022	salmochelin degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-8023	salmochelin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8024	4-hydroxyindole-3-carbonyl nitrile biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8025	cyanuric acid degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8026	sterol biosynthesis (methylotrophs)	Lipid-Biosynthesis
PWY-8027	parkeol biosynthesis	Lipid-Biosynthesis
PWY-8028	cycloartenol biosynthesis	Lipid-Biosynthesis
PWY-8028	cycloartenol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8029	limonene degradation IV (anaerobic)	SECONDARY-METABOLITE-DEGRADATION
PWY-8030	coptisine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8031	epiberberine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8032	chloramphenicol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8033	aureothin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8034	spectinabilin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8035	streptovaricin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8036	chaxamycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8037	saliniketal A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8038	naphthomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8039	mitomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-804	glycolate degradation II	CARBOXYLATES-DEG
PWY-8040	ansatrienin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8041	ultra-long-chain fatty acid biosynthesis	Lipid-Biosynthesis
PWY-8042	acylceramide biosynthesis and processing	Lipid-Biosynthesis
PWY-8043	ophthalmate biosynthesis	Other-biosynthesis
PWY-8044	cyclohexane-1-carboxyl-CoA biosynthesis	Carbohydrates-Biosynthesis
PWY-8045	cylindrospermopsin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8047	bryostatin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8049	pederin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8051	anandamide biosynthesis I	Lipid-Biosynthesis
PWY-8052	2-arachidonoylglycerol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8053	anandamide biosynthesis II	Lipid-Biosynthesis
PWY-8055	palmitoyl ethanolamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8056	anandamide lipoxygenation	Fatty-Acid-and-Lipid-Degradation
PWY-8057	pyruvoyl group formation from L-serine	Cofactor-Biosynthesis
PWY-8057	pyruvoyl group formation from L-serine	Protein-Modification
PWY-8058	2-deoxy-D-ribose degradation II	Carbohydrates-Degradation
PWY-8060	2-deoxy-D-ribose degradation I	Carbohydrates-Degradation
PWY-8061	8-oxo-(d)GTP detoxification II	8-Oxo-GTP-Detoxification
PWY-8062	sulfoacetaldehyde degradation IV	Noncarbon-Nutrients
PWY-8063	flavin-N5-oxide biosynthesis	Cofactor-Biosynthesis
PWY-8063	flavin-N5-oxide biosynthesis	Protein-Modification
PWY-8064	sodorifen biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8065	chlorpyrifos degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8066	methylphosphonate degradation III	Noncarbon-Nutrients
PWY-8067	methylphosphonate biosynthesis	Noncarbon-Nutrients
PWY-8069	nepetalactone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8071	N-3-oxalyl-L-2,3-diaminopropanoate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8072	alanine racemization	Amino-Acid-Biosynthesis
PWY-8073	lipid IVA biosynthesis (P. putida)	Lipid-Biosynthesis
PWY-8074	Kdo transfer to lipid IVA (P. putida)	Cell-Structure-Biosynthesis
PWY-8075	(Kdo)2-lipid A biosynthesis (P. putida)	Lipid-Biosynthesis
PWY-8076	8-O-methylated benzoxazinoid glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8077	ginkgotoxin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8078	quebrachitol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8080	kainate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8081	leucine-derived hydroxynitrile glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8082	glycine lipid biosynthesis	Lipid-Biosynthesis
PWY-8083	domoic acid biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8084	daurichromenate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8085	picolinate degradation	CARBOXYLATES-DEG
PWY-8086	(S)-lactate fermentation to propanoate, acetate and hydrogen	Fermentation
PWY-8087	indole-3-acetate degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8088	dipicolinate biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-8089	D-apiose degradation I	Carbohydrates-Degradation
PWY-8090	D-apionate degradation II (RLP decarboxylase)	CARBOXYLATES-DEG
PWY-8091	D-apionate degradation I (xylose isomerase family decarboxylase)	CARBOXYLATES-DEG
PWY-8092	D-apionate degradation III (RLP transcarboxylase/hydrolase)	CARBOXYLATES-DEG
PWY-8093	D-apiose degradation II (to D-apionate)	Carbohydrates-Degradation
PWY-8094	superpathway of kavalactone biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8095	5-methoxy-6-methylbenzimidazole biosynthesis (anaerobic)	Cofactor-Biosynthesis
PWY-8096	5-methoxybenzimidazole biosynthesis (anaerobic)	Cofactor-Biosynthesis
PWY-8097	5-hydroxybenzimidazole biosynthesis (anaerobic)	Cofactor-Biosynthesis
PWY-8098	cyclic 2,3-bisphosphoglycerate biosynthesis	Metabolic-Regulators
PWY-8099	tetrahydropteridine recycling	Cofactor-Biosynthesis
PWY-81	toluene degradation to benzoyl-CoA (anaerobic)	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8100	crotonosine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8101	arsenate detoxification II	Arsenic-Detoxification
PWY-8103	kavain biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8104	yangonin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8105	queuosine biosynthesis II (queuine salvage)	Nucleic-Acid-Processing
PWY-8106	queuosine biosynthesis III (queuosine salvage)	Nucleic-Acid-Processing
PWY-8107	methanogenesis from glycine betaine	Respiration
PWY-8108	glycine betaine degradation IV	AMINE-DEG
PWY-8109	proline betaine degradation II	AMINE-DEG
PWY-8110	L-dopa degradation II (bacterial)	Amino-Acid-Degradation
PWY-8111	carbaryl degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8112	factor 420 biosynthesis I (archaea)	Cofactor-Biosynthesis
PWY-8113	3PG-factor 420 biosynthesis	Cofactor-Biosynthesis
PWY-8114	branched-chain polyamines biosynthesis	Polyamine-Biosynthesis
PWY-8115	long-chain polyamine biosynthesis	Polyamine-Biosynthesis
PWY-8116	ochratoxin A biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8117	colibactin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8118	patellamide A and C biosynthesis	SECONDARY-METABOLITE-DEGRADATION
PWY-8119	microcin B17 biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8120	&beta;-alanine degradation III	Amino-Acid-Degradation
PWY-8121	2-deoxy-D-glucose 6-phosphate degradation	Carbohydrates-Degradation
PWY-8122	mycofactocin biosynthesis	Cofactor-Biosynthesis
PWY-8124	(2-trimethylamino)ethylphosphonate degradation	Noncarbon-Nutrients
PWY-8125	mevalonate pathway IV (archaea)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8126	chlorophyll a2 biosynthesis	Tetrapyrrole-Biosynthesis
PWY-8127	chlorophyll b2 biosynthesis	Tetrapyrrole-Biosynthesis
PWY-8128	biotin biosynthesis from 8-amino-7-oxononanoate III	Cofactor-Biosynthesis
PWY-8129	cell-surface glycoconjugate-linked phosphonate biosynthesis	Noncarbon-Nutrients
PWY-8130	5'-deoxyadenosine degradation I	NUCLEO-DEG
PWY-8131	5'-deoxyadenosine degradation II	NUCLEO-DEG
PWY-8132	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III	NUCLEO-DEG
PWY-8133	succinoglycan biosynthesis	Carbohydrates-Biosynthesis
PWY-8134	bile acid 7&beta;-dehydroxylation	CARBOXYLATES-DEG
PWY-8135	bile acids deconjugation	CARBOXYLATES-DEG
PWY-8136	NADPH repair (prokaryotes)	Others
PWY-8137	NADPH repair (eukaryotes)	Others
PWY-8138	polyphosphate metabolism	Noncarbon-Nutrients
PWY-8139	CDP-6-deoxy-D-gulose biosynthesis	Carbohydrates-Biosynthesis
PWY-8140	serine racemization	Amino-Acid-Biosynthesis
PWY-8141	9-decynoate biosynthesis	Lipid-Biosynthesis
PWY-8142	L-ascorbate biosynthesis VI (plants, myo-inositol pathway)	Cofactor-Biosynthesis
PWY-8143	L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)	Cofactor-Biosynthesis
PWY-8145	cytochrome c biogenesis (system III type)	Cofactor-Biosynthesis
PWY-8145	cytochrome c biogenesis (system III type)	Protein-Modification
PWY-8146	cytochrome c biogenesis (system II type)	Cofactor-Biosynthesis
PWY-8146	cytochrome c biogenesis (system II type)	Protein-Modification
PWY-8147	cytochrome c biogenesis (system I type)	Cofactor-Biosynthesis
PWY-8147	cytochrome c biogenesis (system I type)	Protein-Modification
PWY-8148	NADP biosynthesis	Cofactor-Biosynthesis
PWY-8149	homospermidine biosynthesis II	Polyamine-Biosynthesis
PWY-8151	cholesterol degradation to androstenedione III (anaerobic)	Fatty-Acid-and-Lipid-Degradation
PWY-8152	androstenedione degradation II (anaerobic)	Fatty-Acid-and-Lipid-Degradation
PWY-8154	superpathway of cholesterol degradation III (oxidase)	Fatty-Acid-and-Lipid-Degradation
PWY-8155	testosterone degradation (anaerobic)	Fatty-Acid-and-Lipid-Degradation
PWY-8156	omphalotin biosynthesis	SECONDARY-METABOLITE-DEGRADATION
PWY-8157	avenanthramide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8158	ibotenate and muscimol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8159	dipyrromethane cofactor biosynthesis	Cofactor-Biosynthesis
PWY-8161	D-phenylglycine degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8162	phenylethanol degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8163	cytidylyl copper-molybdenum cofactor biosynthesis	Cofactor-Biosynthesis
PWY-8164	bis(guanylyl molybdopterin) cofactor sulfurylation	Cofactor-Biosynthesis
PWY-8165	cytidylyl molybdenum cofactor sulfurylation	Cofactor-Biosynthesis
PWY-8166	emodin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8167	bis(tungstenpterin) cofactor biosynthesis	Cofactor-Biosynthesis
PWY-8168	bis(guanylyl tungstenpterin) cofactor biosynthesis	Cofactor-Biosynthesis
PWY-8171	molybdenum cofactor biosynthesis	Cofactor-Biosynthesis
PWY-8172	10-methylstearate biosynthesis	Lipid-Biosynthesis
PWY-8173	anteiso-branched-chain fatty acid biosynthesis	Lipid-Biosynthesis
PWY-8174	odd iso-branched-chain fatty acid biosynthesis	Lipid-Biosynthesis
PWY-8175	even iso-branched-chain fatty acid biosynthesis	Lipid-Biosynthesis
PWY-8176	geraniol biosynthesis (cytosol)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8177	nerol biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	Pentose-Phosphate-Cycle
PWY-8179	platensimycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8180	acrylate degradation II	CARBOXYLATES-DEG
PWY-8181	2-methyl-branched fatty acid &beta;-oxidation	Fatty-Acid-and-Lipid-Degradation
PWY-8182	valproate &beta;-oxidation	Fatty-Acid-and-Lipid-Degradation
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	Fermentation
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	Amino-Acid-Degradation
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	Fermentation
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	Amino-Acid-Degradation
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	Fermentation
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	Amino-Acid-Degradation
PWY-8186	L-proline degradation II (reductive Stickland reaction)	Fermentation
PWY-8186	L-proline degradation II (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	Fermentation
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8188	L-alanine degradation VI (reductive Stickland reaction)	Fermentation
PWY-8188	L-alanine degradation VI (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	Fermentation
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	Amino-Acid-Degradation
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	Fermentation
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	Amino-Acid-Degradation
PWY-8191	cholesterol biosynthesis (algae, late side-chain reductase)	Lipid-Biosynthesis
PWY-8192	Salmonella enterica serotype O:4 O antigen biosynthesis (group B1)	Carbohydrates-Biosynthesis
PWY-8193	Salmonella enterica serotype O:8 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8195	Salmonella enterica serotype O:9 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8196	Salmonella enterica serotype O:3,10 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8197	Salmonella enterica serotype O:9,46 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8198	Salmonella enterica serotype O:2 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8199	Salmonella enterica serotype O:9,46,27 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-82	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	Carbohydrates-Biosynthesis
PWY-8200	backdoor pathway of androgen biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8202	11-oxyandrogens biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8203	8-amino-7-oxononanoate biosynthesis IV	Other-biosynthesis
PWY-8204	Salmonella enterica serotype O:54 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8205	Escherichia coli serotype O:77/Salmonella enterica serotype O:6,14 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8206	Salmonella enterica serotype O:18 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8207	Escherichia coli serotype O:85/Salmonella enterica serotype O:17 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8208	Salmonella enterica serotype O:6,7 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8209	Escherichia coli serotype O:15 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-821	superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	Amino-Acid-Biosynthesis
PWY-8210	pyrrolomycin biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-8211	Escherichia coli serotype O:7 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8212	Escherichia coli serotype O:8 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8213	sulfoquinovose degradation III	SECONDARY-METABOLITE-DEGRADATION
PWY-8214	3-sulfopropanediol degradation II	Noncarbon-Nutrients
PWY-8215	3-sulfopropanediol degradation III	Noncarbon-Nutrients
PWY-8216	strychnine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8217	Escherichia coli serotype O:55/Salmonella enterica serotype O:50 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8218	Escherichia coli serotype O:56 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8219	Escherichia coli serotype O:107 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-822	fructan biosynthesis	Carbohydrates-Biosynthesis
PWY-8220	Escherichia coli serotype O:117 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8221	Escherichia coli serotype O:111/Salmonella enterica serotype O:35 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8222	Escherichia coli serotype O:128 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8224	Escherichia coli serotype O:157/Salmonella enterica serotype O:30 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8225	GDP-N-acetyl-&alpha;-D-perosamine biosynthesis	Carbohydrates-Biosynthesis
PWY-8226	Escherichia coli serotype O:152 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8227	superpathway of enterobacterial common antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8228	Porphyromonas gingivalis O-LPS antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8229	UDP-3-acetamido-2,3-dideoxy-2-(seryl)amino-&alpha;-D-glucuronamide biosynthesis	Carbohydrates-Biosynthesis
PWY-8230	Salmonella enterica serotype O:13 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8231	Escherichia coli serotype O:127 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8232	Shigella boydii serotype 6 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8233	Escherichia coli serotype O:169 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8234	Escherichia coli serotype O:183/Shigella boydii serotype O:10 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8235	Escherichia coli serotype O:21/Salmonella enterica serotype O:38 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8236	Salmonella enterica serotype O:39 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8237	Escherichia coli serotype O:1B/Salmonella enterica serotype O:42 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8238	24-epi-campesterol, fucosterol, and clionasterol biosynthesis (diatoms)	Lipid-Biosynthesis
PWY-8238	24-epi-campesterol, fucosterol, and clionasterol biosynthesis (diatoms)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8239	cholesterol biosynthesis (diatoms)	Lipid-Biosynthesis
PWY-8239	cholesterol biosynthesis (diatoms)	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8240	superpathway of sterol biosynthesis in diatoms	Lipid-Biosynthesis
PWY-8240	superpathway of sterol biosynthesis in diatoms	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8241	Escherichia coli serotype O:71/Salmonella enterica serotype O:28ac O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8242	Escherichia coli serotype O:51/Salmonella enterica serotype O:57 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8243	colanic acid (Escherichia coli K12) biosynthesis	Carbohydrates-Biosynthesis
PWY-8244	Escherichia coli serotype O:177 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8245	lipid IVA biosynthesis (P. gingivalis)	Lipid-Biosynthesis
PWY-8246	Kdo transfer to lipid IVA (P. gingivalis)	Cell-Structure-Biosynthesis
PWY-8247	(Kdo)2-lipid A biosynthesis (P. gingivalis)	Lipid-Biosynthesis
PWY-8248	lipid A-core biosynthesis (P. gingivalis)	Lipid-Biosynthesis
PWY-8249	xanthommatin biosynthesis	Other-biosynthesis
PWY-8250	Escherichia coli serotype O:9 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8251	Escherichia coli serotype O:2 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8252	Escherichia coli serotype O:50 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8253	Escherichia coli serotype O:149/Shigella boydii serotype O1 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8254	bile acids 7-O epimerization	CARBOXYLATES-DEG
PWY-8255	bile acids 3-O-epimerization	CARBOXYLATES-DEG
PWY-8256	bile acids 12-O-epimerization	CARBOXYLATES-DEG
PWY-8257	Escherichia coli serotype O:52 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8259	arsenic detoxification (plants)	Arsenic-Detoxification
PWY-8260	roxarsone degradation I	Arsenic-Detoxification
PWY-8261	roxarsone degradation II	Arsenic-Detoxification
PWY-8262	roxarsone (and nitarsone) degradation III	Arsenic-Detoxification
PWY-8263	arsenate detoxification III	Arsenic-Detoxification
PWY-8264	arsenate detoxification I	Arsenic-Detoxification
PWY-8265	roxarsone (and nitarsone) degradation IV	Arsenic-Detoxification
PWY-8266	arsenite methylation (bacterial)	Arsenic-Detoxification
PWY-8267	methylarsonous acid detoxification I	Arsenic-Detoxification
PWY-8268	methylarsonous acid detoxification II	Arsenic-Detoxification
PWY-8269	methylarsonous acid detoxification III	Arsenic-Detoxification
PWY-8270	cyclic electron flow	Photosynthesis
PWY-8270	cyclic electron flow	Electron-Transfer
PWY-8271	NADPH to cytochrome c oxidase via plastocyanin	Respiration
PWY-8271	NADPH to cytochrome c oxidase via plastocyanin	Electron-Transfer
PWY-8272	Escherichia coli serotype O:49 O antigen biosynthesis	Carbohydrates-Biosynthesis
PWY-8273	UDP-3-acetamido-2-amino-2,3-dideoxy-&alpha;-D-glucopyranose biosynthesis	Carbohydrates-Biosynthesis
PWY-8274	pyruvate fermentation to (R)-lactate	Fermentation
PWY-8275	pyruvate decarboxylation to acetyl CoA III	Acetyl-CoA-Biosynthesis
PWY-8276	4-aminobenzoate biosynthesis II	AROMATIC-COMPOUNDS-BIOSYN
PWY-8277	NAD de novo biosynthesis IV (anaerobic)	Cofactor-Biosynthesis
PWY-8279	palmitate biosynthesis III	Lipid-Biosynthesis
PWY-8280	stearate biosynthesis IV	Lipid-Biosynthesis
PWY-8281	4-aminobenzoate biosynthesis III	AROMATIC-COMPOUNDS-BIOSYN
PWY-8282	adenosylcobinamide-GDP salvage from assorted adenosylcobamides	Cofactor-Biosynthesis
PWY-8283	lipid IVA biosynthesis (generic)	Lipid-Biosynthesis
PWY-8284	Kdo transfer to lipid IVA (generic)	Cell-Structure-Biosynthesis
PWY-8284-1	Kdo transfer to lipid IVA (Vibrio cholerae serogroup O1 El Tor)	Cell-Structure-Biosynthesis
PWY-8285	(Kdo)2-lipid A biosynthesis (generic)	Lipid-Biosynthesis
PWY-8286	carbofuran degradation I	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8287	carbofuran degradation II	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8288	carbofuran degradation III	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8289	dZTP biosynthesis	Nucleotide-Biosynthesis
PWY-8291	L-aspartate degradation II (aerobic)	Amino-Acid-Degradation
PWY-8292	trimethylamine N-oxide biosynthesis	Polyamine-Biosynthesis
PWY-8293	alazopeptin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8294	L-aspartate degradation III (anaerobic)	Amino-Acid-Degradation
PWY-8295	nitrite biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8296	cremeomycin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8297	6-diazo-5-oxo-L-norleucine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8298	streptozotocin biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8299	(3S)-diazinane-3-carboxylate biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-83	monolignol glucosides biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-83	monolignol glucosides biosynthesis	Other-biosynthesis
PWY-8300	D-cycloserine inhibition of pyridoxal 5'-phosphate	Inactivation
PWY-8301	S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8302	S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-8303	reductive glycine pathway of autotrophic CO2 fixation	C1-COMPOUNDS
PWY-8304	methanogenesis from methoxylated aromatic compounds	C1-COMPOUNDS
