pathway_id	pathway_name	category
PWY-8122	mycofactocin biosynthesis	Biosynthesis
PWY-8124	(2-trimethylamino)ethylphosphonate degradation	Degradation
PWY-8125	mevalonate pathway IV (archaea)	Biosynthesis
PWY-8126	chlorophyll a2 biosynthesis	Biosynthesis
PWY-8127	chlorophyll b2 biosynthesis	Biosynthesis
PWY-8128	biotin biosynthesis from 8-amino-7-oxononanoate III	Biosynthesis
PWY-8129	cell-surface glycoconjugate-linked phosphonate biosynthesis	Degradation
PWY-8129	cell-surface glycoconjugate-linked phosphonate biosynthesis	Macromolecule-Modification
PWY-8130	5'-deoxyadenosine degradation I	Degradation
PWY-8131	5'-deoxyadenosine degradation II	Degradation
PWY-8132	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation III	Degradation
PWY-8133	succinoglycan biosynthesis	Biosynthesis
PWY-8134	bile acid 7&beta;-dehydroxylation	Degradation
PWY-8135	bile acids deconjugation	Degradation
PWY-8136	NADPH repair (prokaryotes)	Energy-Metabolism
PWY-8137	NADPH repair (eukaryotes)	Energy-Metabolism
PWY-8138	polyphosphate metabolism	Degradation
PWY-8139	CDP-6-deoxy-D-gulose biosynthesis	Biosynthesis
PWY-8140	serine racemization	Biosynthesis
PWY-8141	9-decynoate biosynthesis	Biosynthesis
PWY-8142	L-ascorbate biosynthesis VI (plants, myo-inositol pathway)	Biosynthesis
PWY-8143	L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)	Biosynthesis
PWY-8145	cytochrome c biogenesis (system III type)	Macromolecule-Modification
PWY-8145	cytochrome c biogenesis (system III type)	Biosynthesis
PWY-8146	cytochrome c biogenesis (system II type)	Macromolecule-Modification
PWY-8146	cytochrome c biogenesis (system II type)	Biosynthesis
PWY-8147	cytochrome c biogenesis (system I type)	Macromolecule-Modification
PWY-8147	cytochrome c biogenesis (system I type)	Biosynthesis
PWY-8148	NADP biosynthesis	Biosynthesis
PWY-8149	homospermidine biosynthesis II	Biosynthesis
PWY-8151	cholesterol degradation to androstenedione III (anaerobic)	Degradation
PWY-8152	androstenedione degradation II (anaerobic)	Degradation
PWY-8154	superpathway of cholesterol degradation III (oxidase)	Degradation
PWY-8154	superpathway of cholesterol degradation III (oxidase)	Super-Pathways
PWY-8155	testosterone degradation (anaerobic)	Degradation
PWY-8156	omphalotin biosynthesis	Degradation
PWY-8157	avenanthramide biosynthesis	Biosynthesis
PWY-8158	ibotenate and muscimol biosynthesis	Biosynthesis
PWY-8159	dipyrromethane cofactor biosynthesis	Biosynthesis
PWY-8161	D-phenylglycine degradation	Degradation
PWY-8162	phenylethanol degradation	Degradation
PWY-8163	cytidylyl copper-molybdenum cofactor biosynthesis	Biosynthesis
PWY-8164	bis(guanylyl molybdopterin) cofactor sulfurylation	Biosynthesis
PWY-8165	cytidylyl molybdenum cofactor sulfurylation	Biosynthesis
PWY-8166	emodin biosynthesis	Biosynthesis
PWY-8167	bis(tungstenpterin) cofactor biosynthesis	Biosynthesis
PWY-8168	bis(guanylyl tungstenpterin) cofactor biosynthesis	Biosynthesis
PWY-8171	molybdenum cofactor biosynthesis	Biosynthesis
PWY-8172	10-methylstearate biosynthesis	Biosynthesis
PWY-8173	anteiso-branched-chain fatty acid biosynthesis	Biosynthesis
PWY-8174	odd iso-branched-chain fatty acid biosynthesis	Biosynthesis
PWY-8175	even iso-branched-chain fatty acid biosynthesis	Biosynthesis
PWY-8176	geraniol biosynthesis (cytosol)	Biosynthesis
PWY-8177	nerol biosynthesis	Biosynthesis
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	Energy-Metabolism
PWY-8179	platensimycin biosynthesis	Biosynthesis
PWY-8180	acrylate degradation II	Degradation
PWY-8181	2-methyl-branched fatty acid &beta;-oxidation	Metabolic-Clusters
PWY-8181	2-methyl-branched fatty acid &beta;-oxidation	Degradation
PWY-8182	valproate &beta;-oxidation	Degradation
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	Degradation
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	Energy-Metabolism
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	Degradation
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	Energy-Metabolism
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	Degradation
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	Energy-Metabolism
PWY-8186	L-proline degradation II (reductive Stickland reaction)	Degradation
PWY-8186	L-proline degradation II (reductive Stickland reaction)	Energy-Metabolism
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	Degradation
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	Energy-Metabolism
PWY-8188	L-alanine degradation VI (reductive Stickland reaction)	Degradation
PWY-8188	L-alanine degradation VI (reductive Stickland reaction)	Super-Pathways
PWY-8188	L-alanine degradation VI (reductive Stickland reaction)	Energy-Metabolism
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	Degradation
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	Energy-Metabolism
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	Degradation
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	Energy-Metabolism
PWY-8191	cholesterol biosynthesis (algae, late side-chain reductase)	Biosynthesis
PWY-8192	Salmonella enterica serotype O:4 O antigen biosynthesis (group B1)	Biosynthesis
PWY-8193	Salmonella enterica serotype O:8 O antigen biosynthesis	Biosynthesis
PWY-8195	Salmonella enterica serotype O:9 O antigen biosynthesis	Biosynthesis
PWY-8196	Salmonella enterica serotype O:3,10 O antigen biosynthesis	Biosynthesis
PWY-8197	Salmonella enterica serotype O:9,46 O antigen biosynthesis	Biosynthesis
PWY-8198	Salmonella enterica serotype O:2 O antigen biosynthesis	Biosynthesis
PWY-8199	Salmonella enterica serotype O:9,46,27 O antigen biosynthesis	Biosynthesis
PWY-82	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	Biosynthesis
PWY-8200	backdoor pathway of androgen biosynthesis	Biosynthesis
PWY-8202	11-oxyandrogens biosynthesis	Biosynthesis
PWY-8203	8-amino-7-oxononanoate biosynthesis IV	Biosynthesis
PWY-8204	Salmonella enterica serotype O:54 O antigen biosynthesis	Biosynthesis
PWY-8205	Escherichia coli serotype O:77/Salmonella enterica serotype O:6,14 O antigen biosynthesis	Biosynthesis
PWY-8206	Salmonella enterica serotype O:18 O antigen biosynthesis	Biosynthesis
PWY-8207	Escherichia coli serotype O:85/Salmonella enterica serotype O:17 O antigen biosynthesis	Biosynthesis
PWY-8208	Salmonella enterica serotype O:6,7 O antigen biosynthesis	Biosynthesis
PWY-8209	Escherichia coli serotype O:15 O antigen biosynthesis	Biosynthesis
PWY-821	superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	Super-Pathways
PWY-821	superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	Biosynthesis
PWY-8210	pyrrolomycin biosynthesis	Biosynthesis
PWY-8211	Escherichia coli serotype O:7 O antigen biosynthesis	Biosynthesis
PWY-8212	Escherichia coli serotype O:8 O antigen biosynthesis	Biosynthesis
PWY-8213	sulfoquinovose degradation III	Degradation
PWY-8214	3-sulfopropanediol degradation II	Degradation
PWY-8215	3-sulfopropanediol degradation III	Degradation
PWY-8216	strychnine biosynthesis	Biosynthesis
PWY-8217	Escherichia coli serotype O:55/Salmonella enterica serotype O:50 O antigen biosynthesis	Biosynthesis
PWY-8218	Escherichia coli serotype O:56 O antigen biosynthesis	Biosynthesis
PWY-8219	Escherichia coli serotype O:107 O antigen biosynthesis	Biosynthesis
PWY-822	fructan biosynthesis	Biosynthesis
PWY-8220	Escherichia coli serotype O:117 O antigen biosynthesis	Biosynthesis
PWY-8221	Escherichia coli serotype O:111/Salmonella enterica serotype O:35 O antigen biosynthesis	Biosynthesis
PWY-8222	Escherichia coli serotype O:128 O antigen biosynthesis	Biosynthesis
PWY-8224	Escherichia coli serotype O:157/Salmonella enterica serotype O:30 O antigen biosynthesis	Biosynthesis
PWY-8225	GDP-N-acetyl-&alpha;-D-perosamine biosynthesis	Biosynthesis
PWY-8226	Escherichia coli serotype O:152 O antigen biosynthesis	Biosynthesis
PWY-8227	superpathway of enterobacterial common antigen biosynthesis	Super-Pathways
PWY-8227	superpathway of enterobacterial common antigen biosynthesis	Biosynthesis
PWY-8228	Porphyromonas gingivalis O-LPS antigen biosynthesis	Biosynthesis
PWY-8229	UDP-3-acetamido-2,3-dideoxy-2-(seryl)amino-&alpha;-D-glucuronamide biosynthesis	Biosynthesis
PWY-8230	Salmonella enterica serotype O:13 O antigen biosynthesis	Biosynthesis
PWY-8231	Escherichia coli serotype O:127 O antigen biosynthesis	Biosynthesis
PWY-8232	Shigella boydii serotype 6 O antigen biosynthesis	Biosynthesis
PWY-8233	Escherichia coli serotype O:169 O antigen biosynthesis	Biosynthesis
PWY-8234	Escherichia coli serotype O:183/Shigella boydii serotype O:10 O antigen biosynthesis	Biosynthesis
PWY-8235	Escherichia coli serotype O:21/Salmonella enterica serotype O:38 O antigen biosynthesis	Biosynthesis
PWY-8236	Salmonella enterica serotype O:39 O antigen biosynthesis	Biosynthesis
PWY-8237	Escherichia coli serotype O:1B/Salmonella enterica serotype O:42 O antigen biosynthesis	Biosynthesis
PWY-8238	24-epi-campesterol, fucosterol, and clionasterol biosynthesis (diatoms)	Biosynthesis
PWY-8239	cholesterol biosynthesis (diatoms)	Biosynthesis
PWY-8240	superpathway of sterol biosynthesis in diatoms	Super-Pathways
PWY-8240	superpathway of sterol biosynthesis in diatoms	Biosynthesis
PWY-8241	Escherichia coli serotype O:71/Salmonella enterica serotype O:28ac O antigen biosynthesis	Biosynthesis
PWY-8242	Escherichia coli serotype O:51/Salmonella enterica serotype O:57 O antigen biosynthesis	Biosynthesis
PWY-8243	colanic acid (Escherichia coli K12) biosynthesis	Biosynthesis
PWY-8244	Escherichia coli serotype O:177 O antigen biosynthesis	Biosynthesis
PWY-8245	lipid IVA biosynthesis (P. gingivalis)	Biosynthesis
PWY-8246	Kdo transfer to lipid IVA (P. gingivalis)	Biosynthesis
PWY-8247	(Kdo)2-lipid A biosynthesis (P. gingivalis)	Biosynthesis
PWY-8248	lipid A-core biosynthesis (P. gingivalis)	Biosynthesis
PWY-8249	xanthommatin biosynthesis	Biosynthesis
PWY-8250	Escherichia coli serotype O:9 O antigen biosynthesis	Biosynthesis
PWY-8251	Escherichia coli serotype O:2 O antigen biosynthesis	Biosynthesis
PWY-8252	Escherichia coli serotype O:50 O antigen biosynthesis	Biosynthesis
PWY-8253	Escherichia coli serotype O:149/Shigella boydii serotype O1 O antigen biosynthesis	Biosynthesis
PWY-8254	bile acids 7-O epimerization	Degradation
PWY-8255	bile acids 3-O-epimerization	Degradation
PWY-8256	bile acids 12-O-epimerization	Degradation
PWY-8257	Escherichia coli serotype O:52 O antigen biosynthesis	Biosynthesis
PWY-8259	arsenic detoxification (plants)	Detoxification
PWY-8260	roxarsone degradation I	Detoxification
PWY-8261	roxarsone degradation II	Detoxification
PWY-8262	roxarsone (and nitarsone) degradation III	Detoxification
PWY-8263	arsenate detoxification III	Detoxification
PWY-8264	arsenate detoxification I	Detoxification
PWY-8265	roxarsone (and nitarsone) degradation IV	Detoxification
PWY-8266	arsenite methylation (bacterial)	Detoxification
PWY-8267	methylarsonous acid detoxification I	Detoxification
PWY-8268	methylarsonous acid detoxification II	Detoxification
PWY-8269	methylarsonous acid detoxification III	Detoxification
PWY-8270	cyclic electron flow	Energy-Metabolism
PWY-8271	NADPH to cytochrome c oxidase via plastocyanin	Energy-Metabolism
PWY-8272	Escherichia coli serotype O:49 O antigen biosynthesis	Biosynthesis
PWY-8273	UDP-3-acetamido-2-amino-2,3-dideoxy-&alpha;-D-glucopyranose biosynthesis	Biosynthesis
PWY-8274	pyruvate fermentation to (R)-lactate	Energy-Metabolism
PWY-8275	pyruvate decarboxylation to acetyl CoA III	Energy-Metabolism
PWY-8276	4-aminobenzoate biosynthesis II	Biosynthesis
PWY-8277	NAD de novo biosynthesis IV (anaerobic)	Biosynthesis
PWY-8279	palmitate biosynthesis III	Biosynthesis
PWY-8280	stearate biosynthesis IV	Biosynthesis
PWY-8281	4-aminobenzoate biosynthesis III	Biosynthesis
PWY-8282	adenosylcobinamide-GDP salvage from assorted adenosylcobamides	Biosynthesis
PWY-8283	lipid IVA biosynthesis (generic)	Biosynthesis
PWY-8284	Kdo transfer to lipid IVA (generic)	Biosynthesis
PWY-8284-1	Kdo transfer to lipid IVA (Vibrio cholerae serogroup O1 El Tor)	Biosynthesis
PWY-8285	(Kdo)2-lipid A biosynthesis (generic)	Biosynthesis
PWY-8286	carbofuran degradation I	Degradation
PWY-8287	carbofuran degradation II	Degradation
PWY-8288	carbofuran degradation III	Degradation
PWY-8289	dZTP biosynthesis	Biosynthesis
PWY-8291	L-aspartate degradation II (aerobic)	Degradation
PWY-8292	trimethylamine N-oxide biosynthesis	Biosynthesis
PWY-8293	alazopeptin biosynthesis	Biosynthesis
PWY-8294	L-aspartate degradation III (anaerobic)	Degradation
PWY-8295	nitrite biosynthesis	Biosynthesis
PWY-8296	cremeomycin biosynthesis	Biosynthesis
PWY-8297	6-diazo-5-oxo-L-norleucine biosynthesis	Biosynthesis
PWY-8298	streptozotocin biosynthesis	Biosynthesis
PWY-8299	(3S)-diazinane-3-carboxylate biosynthesis	Biosynthesis
PWY-83	monolignol glucosides biosynthesis	Metabolic-Clusters
PWY-83	monolignol glucosides biosynthesis	Biosynthesis
PWY-8300	D-cycloserine inhibition of pyridoxal 5'-phosphate	Activation-Inactivation-Interconversion
PWY-8301	S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine biosynthesis	Biosynthesis
PWY-8302	S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation	Degradation
PWY-8303	reductive glycine pathway of autotrophic CO2 fixation	Degradation
PWY-8304	methanogenesis from methoxylated aromatic compounds	Degradation
PWY-8304	methanogenesis from methoxylated aromatic compounds	Energy-Metabolism
PWY-8305	methoxylated aromatic compound degradation II	Degradation
PWY-8306	methoxylated aromatic compound degradation I	Degradation
PWY-8307	L-carnitine degradation IV	Degradation
PWY-8308	thiazole component of thiamine diphosphate biosynthesis IV	Biosynthesis
PWY-8314	inulin degradation	Degradation
PWY-8317	cyclobis-(1&rarr;6)-&alpha;-nigerosyl biosynthesis	Biosynthesis
PWY-8318	L-fucose degradation II	Degradation
PWY-8319	NiFe(CO)(CN)2 cofactor biosynthesis	Biosynthesis
PWY-8320	(3R)-N-[(2S)-1-hydroxy-6-[(3R)-3-isocyanobutanamido]hexan-2-yl]-3-isocyanobutanamide biosynthesis	Biosynthesis
PWY-8321	salicylate biosynthesis II	Biosynthesis
PWY-8322	protein N-glycosylation processing of proteins targeted for retention in cellular organelles (cis-Golgi, yeast)	Glycan-Pathways
PWY-8323	protein N-glycosylation processing of mannoproteins (cis-Golgi, yeast)	Glycan-Pathways
PWY-8324	D-tagatose degradation	Degradation
PWY-8325	glycine betaine degradation III	Degradation
PWY-8326	grayanate biosynthesis	Biosynthesis
PWY-8327	atranorin biosynthesis	Biosynthesis
PWY-8328	acetate and ATP formation from acetyl-CoA III	Degradation
PWY-8329	L-arabinose degradation V	Degradation
PWY-8330	D-xylose degradation VI	Degradation
PWY-8331	D-arabinose degradation IV	Degradation
PWY-8334	D-arabinose degradation V	Degradation
PWY-8335	plasmalogen biosynthesis II (anaerobic)	Biosynthesis
PWY-8336	valinomycin biosynthesis	Biosynthesis
PWY-8337	&gamma;-butyrobetaine degradation I	Degradation
PWY-8339	&gamma;-butyrobetaine degradation III	Degradation
PWY-8340	isoorientin biosynthesis II	Biosynthesis
PWY-8341	N1-methyl-N3-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis	Macromolecule-Modification
PWY-8342	coenzyme A biosynthesis III (archaea)	Biosynthesis
PWY-8343	leinamycin biosynthesis	Biosynthesis
PWY-8344	ansamitocin P biosynthesis	Biosynthesis
PWY-8345	malbrancheamide biosynthesis	Biosynthesis
PWY-8346	GABA shunt II	Degradation
PWY-8346	GABA shunt II	Super-Pathways
PWY-8347	adipate biosynthesis	Biosynthesis
PWY-8348	sulfoquinovose degradation IV	Degradation
PWY-8349	sulfoquinovose degradation V	Degradation
PWY-8350	sulfoquinovose degradation VI	Degradation
PWY-8351	sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation	Degradation
PWY-8352	NAD de novo biosynthesis III	Biosynthesis
PWY-8353	3-thia-L-glutamate biosynthesis	Biosynthesis
PWY-8354	adipate degradation	Degradation
PWY-8355	peptido-conjugates in tissue regeneration biosynthesis	Biosynthesis
PWY-8356	maresin biosynthesis	Biosynthesis
PWY-8357	protectin biosynthesis	Biosynthesis
PWY-8358	curacin A biosynthesis	Biosynthesis
PWY-8359	taurine biosynthesis III	Biosynthesis
PWY-8360	hectochlorin biosynthesis	Biosynthesis
PWY-8361	apratoxin A biosynthesis	Biosynthesis
PWY-8362	photorespiration II	Biosynthesis
PWY-8362	photorespiration II	Energy-Metabolism
PWY-8363	photorespiration III	Biosynthesis
PWY-8363	photorespiration III	Energy-Metabolism
PWY-8364	7,8-dimethylmenaquinone biosynthesis	Biosynthesis
PWY-8365	C25,25 CDP-archaeol biosynthesis	Biosynthesis
PWY-8366	septacidin biosynthesis	Biosynthesis
PWY-8367	hygromycin B biosynthesis	Biosynthesis
PWY-8368	clorobiocin biosynthesis	Biosynthesis
PWY-8369	superpathway of novobiocin biosynthesis	Super-Pathways
PWY-8369	superpathway of novobiocin biosynthesis	Biosynthesis
PWY-8370	leporin B biosynthesis	Biosynthesis
PWY-8371	mannosylerythritol lipids biosynthesis	Biosynthesis
PWY-8372	erythritol biosynthesis I	Biosynthesis
PWY-8373	erythritol biosynthesis II	Biosynthesis
PWY-8374	antimycin biosynthesis	Biosynthesis
PWY-8375	benzene degradation IV (anaerobic)	Degradation
PWY-8376	benzene degradation III (anaerobic)	Degradation
PWY-8377	lactate fermentation to acetate, CO2 and hydrogen (Desulfovibrionales)	Energy-Metabolism
PWY-8378	Kdo-lipid A biosynthesis (Vibrio cholerae serogroup O1 El Tor)	Biosynthesis
PWY-8379	sibiromycin biosynthesis	Biosynthesis
PWY-8380	dTDP-sibirosamine biosynthesis	Biosynthesis
PWY-8381	sulfazecin biosynthesis	Biosynthesis
PWY-8382	diazepinomicin biosynthesis	Biosynthesis
PWY-8383	myxochelin A and B biosynthesis	Biosynthesis
PWY-8384	vitamin B6 degradation II	Degradation
PWY-8386	benzene degradation II (aerobic)	Degradation
PWY-8387	microcin C biosynthesis	Biosynthesis
PWY-8388	aspoquinolone biosynthesis	Biosynthesis
PWY-8389	penigequinolone biosynthesis	Biosynthesis
PWY-8390	D-glucuronate degradation III	Degradation
PWY-8391	D-galacturonate degradation III	Degradation
PWY-8392	D-arabinitol degradation II	Degradation
PWY-8393	xylitol degradation II	Degradation
PWY-8394	ribitol degradation II	Degradation
PWY-8395	linoleate metabolites biosynthesis	Biosynthesis
PWY-8396	di-homo-&gamma;-linolenate metabolites biosynthesis	Biosynthesis
PWY-8397	arachidonate metabolites biosynthesis	Biosynthesis
PWY-8398	&alpha;-linolenate metabolites biosynthesis	Biosynthesis
PWY-8399	icosapentaenoate metabolites biosynthesis	Biosynthesis
PWY-84	resveratrol biosynthesis	Biosynthesis
PWY-8400	docosahexaenoate metabolites biosynthesis	Biosynthesis
PWY-8401	superpathway of cardiolipin biosynthesis (bacteria)	Super-Pathways
PWY-8401	superpathway of cardiolipin biosynthesis (bacteria)	Biosynthesis
PWY-8402	N-(1-deoxy-D-fructos-1-yl)-L-asparagine degradation	Degradation
PWY-8404	glycolysis VI (from fructose)	Energy-Metabolism
PWY-8407	fumagillin biosynthesis	Biosynthesis
PWY-8408	erinacine biosynthesis	Others
PWY-8409	cyathin biosynthesis	Others
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	Super-Pathways
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	Biosynthesis
PWY-8410	representative whole plasma arachidonate-derived icosanoids I	Biosynthesis
PWY-8411	representative whole plasma arachidonate-derived icosanoids II	Biosynthesis
PWY-8412	representative whole plasma DHA-derived icosanoids	Biosynthesis
PWY-8413	representative whole plasma EPA-derived icosanoids	Biosynthesis
PWY-8414	glycerol dibiphytanyl glycerol tetraether lipid biosynthesis	Biosynthesis
PWY-8415	macrocyclic archaeol phospholipid biosynthesis	Biosynthesis
PWY-8416	CDP-ribitol biosynthesis	Biosynthesis
PWY-8418	S-benzyl-L-cysteine degradation	Degradation
PWY-8419	L-canavanine degradation II	Degradation
PWY-842	starch degradation I	Glycan-Pathways
PWY-842	starch degradation I	Degradation
PWY-8421	Helicobacter pylori 26695 lipopolysaccharide biosynthesis (final steps)	Glycan-Pathways
PWY-8422	Porphyromonas gingivalis lipopolysaccharide (O-LPS) biosynthesis (final steps)	Glycan-Pathways
PWY-8423	Salmonella typhimurium LT2 lipopolysaccharide biosynthesis (final steps)	Glycan-Pathways
PWY-8424	ascomycin biosynthesis	Others
PWY-8425	(2S)-ethylmalonyl-CoA biosynthesis	Energy-Metabolism
PWY-8426	(2R)-methoxylmalonyl-]acp] biosynthesis	Energy-Metabolism
PWY-8427	2-allylmalonyl-CoA biosynthesis	Energy-Metabolism
PWY-861	dhurrin biosynthesis	Biosynthesis
PWY-862	fructan degradation	Glycan-Pathways
PWY-862	fructan degradation	Degradation
PWY-881	trehalose biosynthesis II	Biosynthesis
PWY-882	L-ascorbate biosynthesis I (plants, L-galactose pathway)	Biosynthesis
PWY-922	mevalonate pathway I (eukaryotes and bacteria)	Biosynthesis
PWY-981	salicylate biosynthesis III	Biosynthesis
PWY-I9	L-cysteine biosynthesis VI (reverse transsulfuration)	Super-Pathways
PWY-I9	L-cysteine biosynthesis VI (reverse transsulfuration)	Biosynthesis
PWY0-1021	L-alanine biosynthesis III	Biosynthesis
PWY0-1061	superpathway of L-alanine biosynthesis	Super-Pathways
PWY0-1061	superpathway of L-alanine biosynthesis	Biosynthesis
PWY0-1182	trehalose degradation II (cytosolic)	Degradation
PWY0-1221	putrescine degradation II	Degradation
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	Biosynthesis
PWY0-1261	peptidoglycan recycling I	Degradation
PWY0-1264	biotin-carboxyl carrier protein assembly	Biosynthesis
PWY0-1275	lipoate biosynthesis and incorporation II	Biosynthesis
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	Degradation
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	Super-Pathways
PWY0-1280	ethylene glycol degradation	Degradation
PWY0-1295	pyrimidine ribonucleosides degradation	Degradation
PWY0-1296	purine ribonucleosides degradation	Degradation
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Degradation
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Super-Pathways
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	Degradation
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	Super-Pathways
PWY0-1299	arginine dependent acid resistance	Detoxification
PWY0-1300	2-O-&alpha;-mannosyl-D-glycerate degradation	Degradation
PWY0-1301	melibiose degradation	Degradation
PWY0-1303	aminopropylcadaverine biosynthesis	Biosynthesis
PWY0-1305	L-glutamate degradation IX (via 4-aminobutanoate)	Degradation
PWY0-1305	L-glutamate degradation IX (via 4-aminobutanoate)	Detoxification
PWY0-1306	L-galactonate degradation	Degradation
PWY0-1309	chitobiose degradation	Degradation
PWY0-1312	acetate and ATP formation from acetyl-CoA I	Degradation
PWY0-1313	acetate conversion to acetyl-CoA	Degradation
PWY0-1314	fructose degradation	Degradation
PWY0-1315	L-lactaldehyde degradation (anaerobic)	Degradation
PWY0-1317	L-lactaldehyde degradation (aerobic)	Degradation
PWY0-1319	CDP-diacylglycerol biosynthesis II	Biosynthesis
PWY0-1321	nitrate reduction III (dissimilatory)	Degradation
PWY0-1321	nitrate reduction III (dissimilatory)	Energy-Metabolism
PWY0-1324	N-acetylneuraminate and N-acetylmannosamine degradation I	Degradation
PWY0-1325	superpathway of L-asparagine biosynthesis	Super-Pathways
PWY0-1325	superpathway of L-asparagine biosynthesis	Biosynthesis
PWY0-1329	succinate to cytochrome bo oxidase electron transfer	Energy-Metabolism
PWY0-1334	NADH to cytochrome bd oxidase electron transfer I	Energy-Metabolism
PWY0-1335	NADH to cytochrome bo oxidase electron transfer I	Energy-Metabolism
PWY0-1336	NADH to fumarate electron transfer	Energy-Metabolism
PWY0-1337	oleate &beta;-oxidation	Degradation
PWY0-1338	polymyxin resistance	Biosynthesis
PWY0-1338	polymyxin resistance	Detoxification
PWY0-1347	NADH to trimethylamine N-oxide electron transfer	Energy-Metabolism
PWY0-1348	NADH to dimethyl sulfoxide electron transfer	Energy-Metabolism
PWY0-1352	nitrate reduction VIII (dissimilatory)	Degradation
PWY0-1352	nitrate reduction VIII (dissimilatory)	Energy-Metabolism
PWY0-1353	succinate to cytochrome bd oxidase electron transfer	Energy-Metabolism
PWY0-1355	formate to trimethylamine N-oxide electron transfer	Energy-Metabolism
PWY0-1356	formate to dimethyl sulfoxide electron transfer	Energy-Metabolism
PWY0-1391	S-methyl-5'-thioadenosine degradation IV	Degradation
PWY0-1415	superpathway of heme b biosynthesis from uroporphyrinogen-III	Super-Pathways
PWY0-1415	superpathway of heme b biosynthesis from uroporphyrinogen-III	Biosynthesis
PWY0-1433	tetrahydromonapterin biosynthesis	Biosynthesis
PWY0-1465	D-malate degradation	Degradation
PWY0-1466	trehalose degradation VI (periplasmic)	Degradation
PWY0-1471	uracil degradation III	Degradation
PWY0-1477	ethanolamine utilization	Degradation
PWY0-1479	tRNA processing	Macromolecule-Modification
PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	Biosynthesis
PWY0-1517	sedoheptulose bisphosphate bypass	Energy-Metabolism
PWY0-1527	curcumin degradation	Degradation
PWY0-1533	methylphosphonate degradation I	Degradation
PWY0-1535	D-serine degradation	Degradation
PWY0-1544	proline to cytochrome bo oxidase electron transfer	Energy-Metabolism
PWY0-1545	cardiolipin biosynthesis III	Biosynthesis
PWY0-1546	muropeptide degradation	Degradation
PWY0-1554	5-(methoxycarbonylmethoxy)uridine biosynthesis	Macromolecule-Modification
PWY0-1561	glycerol-3-phosphate to cytochrome bo oxidase electron transfer	Energy-Metabolism
PWY0-1565	D-lactate to cytochrome bo oxidase electron transfer	Energy-Metabolism
PWY0-1567	NADH to cytochrome bo oxidase electron transfer II	Energy-Metabolism
PWY0-1568	NADH to cytochrome bd oxidase electron transfer II	Energy-Metabolism
PWY0-1569	autoinducer AI-2 degradation	Degradation
PWY0-1573	nitrate reduction VIIIb (dissimilatory)	Degradation
PWY0-1573	nitrate reduction VIIIb (dissimilatory)	Energy-Metabolism
PWY0-1576	hydrogen to fumarate electron transfer	Energy-Metabolism
PWY0-1577	hydrogen to dimethyl sulfoxide electron transfer	Energy-Metabolism
PWY0-1578	hydrogen to trimethylamine N-oxide electron transfer	Energy-Metabolism
PWY0-1581	nitrate reduction IX (dissimilatory)	Degradation
PWY0-1581	nitrate reduction IX (dissimilatory)	Energy-Metabolism
PWY0-1582	glycerol-3-phosphate to fumarate electron transfer	Energy-Metabolism
PWY0-1584	sn-glycerol 3-phosphate anaerobic respiration	Degradation
PWY0-1584	sn-glycerol 3-phosphate anaerobic respiration	Energy-Metabolism
PWY0-1585	formate to nitrite electron transfer	Energy-Metabolism
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	Biosynthesis
PWY0-1587	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	Macromolecule-Modification
PWY0-1590	NADH to hydrogen peroxide electron transfer	Energy-Metabolism
